UUID_FAMILY;ORIGGPCD;ORIGGPFR;UUID_INGREDIENT;ORIGFDCD;UUID_CONTENT;LANG;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;BE1EDCB5-354E-4C2B-AAEB-31C2841B1EB1;26088;EF283EA1-8ED7-466D-A69D-DBA219EFA5A2;fr_FR;Dorade royale ou daurade ou vraie daurade, crue, élevage;543;129;543;129;                72.5;                20.9;                20.9;traces;                 5.1;0;0;0;0;                 1.4;0;0;                1.19;                1.49;                1.73;-;-;-;-;              0.0024;                 0.2;                0.75;                0.18;                0.83;                0.32;               0.037;                0.01;                0.31;                0.56;                66.3;                0.13;                2.34;-;< 0.1;                0.39;5;                30.7;< 0.1;248;458;                 3.7;                51.5;                0.41;                 4.9;< 0.008;                3.11;                0.95;-;-;0;               0.077;               0.065;                 7.4;                0.28;                0.43;5;                3.16
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;2C7DF581-A0D4-40AB-8F72-F0A9F7640DD2;26091;7D76B8F1-E042-4241-8699-1FF1DE2291EC;fr_FR;Mulet, cru;481;114;481;114;                75.5;                20.1;                20.1;traces;                3.79;0;0;0;0;                1.06;0;0;                0.89;                 0.8;                0.49;0;0;0;0;               0.003;                0.16;                 0.5;                 0.1;-;-;-;-;                0.22;                0.11;59;                0.18;                13.6;130;< 0.1;                 0.7;14;                26.7;< 0.1;171;305;168;                70.4;                0.58;< 2;0;                2.12;                0.64;                 0.1;-;                 1.2;                0.16;                0.24;                6.31;                0.76;                0.37;9;                5.56
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;66816BE7-E32D-4399-9D40-5D44C50DB2E5;26092;7CAC8E7D-642E-475A-BDC4-DA5D95E199B3;fr_FR;Truite de mer, crue;462;110;462;110;                75.2;20;20;traces;                 3.3;0;0;0;0;                 1.5;0;0;                0.62;                1.06;                 1.3;-;-;-;-;0;                0.11;                0.45;               0.057;-;                0.11;0;-;-;-;66;                0.13;20;0;                0.04;                 0.7;20;30;                0.04;290;414;                18.7;53;                0.44;12;-;                 2.1;                0.65;0;-;                 1.1;                 0.1;                0.14;                 3.5;                1.95;                0.54;16;5
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;3B23CB3E-0B4C-4E60-AFAC-9A6F6730DAF5;26095;3DB0F663-9B57-443D-AC12-9401AE92926B;fr_FR;Merlan, cru;337;                79.5;337;                79.5;                79.3;                18.9;                18.9;traces;                0.44;0;< 0.1;0;0;                1.15;0;0;               0.083;               0.063;                0.17;0;0;0;0;             0.00039;              0.0012;               0.059;                0.02;               0.032;               0.002;             0.00094;-;               0.043;                0.13;                46.9;                0.16;18;109;< 0.1;                0.31;                94.9;                31.7;< 0.1;196;417;                35.3;                63.6;                0.39;3;0;                4.11;                0.27;                 0.1;-;0;               0.025;               0.024;                2.26;                0.12;                0.18;13;                1.33
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;7D09A3BC-01AC-42D6-99E8-60EECE464DDA;26098;AE076597-7291-4060-A165-61B18933CD54;fr_FR;Morue, salée, sèche;804;190;804;190;                36.7;                44.2;                44.2;traces;                1.44;0;0;0;0;                18.4;0;0;                0.26;                0.34;                0.45;0;0;0;0;0;               0.025;                0.15;               0.084;0;0;-;-;               0.032;                0.24;117;                14.3;115;-;               0.098;                 1.5;230;                72.5;                0.05;625;1460;-;5720;                0.99;42;0;4;                1.67;                 0.4;-;0;                0.17;                0.17;                4.75;                1.01;                0.53;25;                5.43
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;4DFC377C-52D6-4EBD-BCFF-9A8FA856224D;26099;E9A2D218-2391-4E7B-849F-EC6F74C7E6D2;fr_FR;Dorade grise, ou daurade grise, ou griset, crue;547;130;547;130;                72.9;                20.5;                20.5;traces;                5.27;0;-;< 1;0;                1.33;0;0;                1.41;                1.78;                1.37;-;-;-;-;               0.005;                0.14;                0.93;                0.23;                0.83;               0.038;                0.02;-;                0.47;                0.39;                68.8;                0.15;100;-;< 0.1;                0.39;                30.9;                31.2;< 0.1;250;400;                20.2;                60.6;                 0.8;                 1.5;0;                0.57;                0.69;-;-;-;               0.025;               0.062;                4.83;                0.28;                0.36;-;                2.65
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;549AB6E8-1D50-44CB-A6E4-D489D0C59C42;26100;834759D5-BD86-41B7-B966-C2DD5EC29ECD;fr_FR;Bogue, crue;380;90;380;90;                78.5;                17.9;                17.9;traces;                2.03;0;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;                0.28;                52.5;120;               0.034;                 2.3;60;                22.5;                0.12;230;309;-;110;                0.57;0;-;0;0;-;-;0;                0.08;                 0.1;                 5.4;                0.21;                0.46;-;2
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;30D48E25-234F-4182-A04B-EAA90E43CFA3;26101;1E173578-C0EB-47B2-B0E4-673B987D014C;fr_FR;Bonite, crue;471;111;471;111;70;                26.2;                26.2;traces;                 0.7;0;-;0;0;                1.04;0;0;               0.014;                 0.5;                0.12;-;-;-;-;-;              0.0021;              0.0086;              0.0028;                 0.5;               0.031;               0.022;-;               0.054;               0.011;-;                1.35;16;-;               0.084;                2.08;-;10;                 0.1;-;35;-;540;                0.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;20AECD66-FF8A-477D-B0C1-6959D7A87EE9;26102;61A6329B-567F-416B-92FC-D1ED5975EC71;fr_FR;Maquereau espagnol ou maquereau blanc ou billard, cru;561;134;561;134;                71.7;                19.3;                19.3;traces;                 6.3;0;-;0;0;                1.27;0;0;                1.83;                1.53;                1.74;0;0;0;0;0;                0.17;                1.24;                0.42;-;-;0;-;                0.33;                1.01;76;                0.15;11;-;               0.055;                0.44;-;33;               0.014;205;446;-;59;                0.49;39;0;                 7.3;                0.69;                 0.1;-;                 1.6;                0.13;                0.17;                 2.3;                0.75;                 0.4;1;                 2.4
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;4878CEA7-3650-47D7-A5C0-A37B6AA8A554;26103;C20E3F2B-B8F1-48D4-ABB2-3440006E77C9;fr_FR;Denté, cru;418;                99.3;418;                99.3;                78.1;17;17;traces;                 3.5;0;0;0;0;                 0.8;0;0;                0.45;                0.68;                1.98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;                0.19;34;-;               0.015;1;-;-;-;226;350;-;77;                0.32;48;0;-;                 0.4;-;-;0;                0.08;                0.13;                 2.7;-;                0.19;5;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;3FD49D55-33F0-489F-A672-DF5A778DFAA9;26104;CB2667A7-A6B0-4302-980E-BA5C8A86F09D;fr_FR;Saint-Pierre, cru;360;                84.8;360;                84.8;                77.8;                19.9;                19.9;traces;                0.59;0;-;0;0;                1.11;0;0;                0.12;               0.082;                0.21;-;-;-;-;0;0;               0.082;               0.041;-;-;-;-;                0.02;                0.17;51;                0.17;                31.5;70;                0.27;                 3.6;20;                22.5;                 0.1;180;307;-;60;                0.95;0;-;0;0;-;-;0;0;0;0;0;                0.95;-;0
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;949B6837-4B14-42AF-B92B-A88925D49723;26106;5DD94268-4171-42DD-86B9-5D04729EB169;fr_FR;Grondin, cru;397;94;397;94;75;19;19;traces;2;0;-;0;0;                 0.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;F3B99F16-4B42-4017-A8DB-2A280DA433F6;26107;588B09C2-9064-4862-B32B-B4CB82B92E26;fr_FR;Corb, cru;370;                87.2;370;                87.2;78;20;20;traces;                 0.8;0;-;0;0;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;                 0.8;-;-;61;                 0.3;-;527;-;-;                 2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;94AC38B8-3CB1-438B-9BA2-0E77AF5F9D80;26108;536D93AC-B2C9-484D-9220-C14E1AAFD9C2;fr_FR;Capelan, cru;380;90;380;90;                78.6;                18.7;                18.7;traces;                1.71;0;-;0;0;                1.36;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;5924E6F4-0BF9-4625-A4DA-D251A40E1C88;26109;301D0398-0C4C-4528-A226-D8349C39B5CB;fr_FR;Dorade rose, ou daurade rose, crue;431;102;431;102;-;21;21;traces;2;0;-;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;                 0.4;                 4.3;-;22;                 0.1;-;690;-;-;                 1.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;446CD8E0-11E3-4C12-9680-BD348E7A6B7D;26111;33F960F4-BA98-4A11-904E-8640799CEE17;fr_FR;Saupe, crue;399;                94.5;399;                94.5;78;18;18;traces;                 2.5;0;-;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;                 0.6;                 4.3;-;27;                 0.1;-;540;-;-;                 3.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;BA223C5E-DEDA-4287-90A6-1500B7E41DDC;26113;5F586473-00F6-45EF-BA0D-94B26A7F2BA6;fr_FR;Chinchard, cru;487;116;487;116;78;19;19;traces;                4.42;0;-;0;0;-;0;0;                2.31;                1.65;-;-;-;-;-;-;               0.073;                0.47;                0.15;                 0.3;               0.027;               0.023;               0.031;-;                0.43;47;-;92;-;                0.07;-;-;69;                 0.2;-;986;26;-;                0.48;-;-;-;-;-;-;-;-;-;-;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;40C9AB93-6B3F-4400-B578-66F231ADEE17;26122;F91FB823-B470-49CC-A286-CD2F10C0F4B4;fr_FR;Églefin, cru;307;                72.3;307;                72.3;                80.4;                17.3;                17.3;traces;                0.35;0;-;0;0;                0.94;0;0;               0.098;               0.065;                0.18;0;0;0;0;               0.001;              0.0028;               0.071;               0.019;               0.029;              0.0034;               0.001;-;               0.049;               0.092;                42.3;                0.16;                9.23;86;< 0.1;                0.28;126;                26.4;< 0.1;144;292;36;                65.9;                0.32;< 2;0;< 0.5;                0.45;                 0.1;-;0;< 0.04;< 0.04;                2.64;                0.11;                0.32;                12.5;                1.07
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;57367804-C21F-48B0-B3E9-6D5FE9135817;26127;2337FC0F-3F24-4919-BEDA-D5DBD35C05A0;fr_FR;Congre, cru;481;115;481;115;                73.2;                18.3;                18.3;traces;                 4.6;0;0;0;0;                0.73;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;                0.13;71;100;                 0.2;                 1.3;30;20;                0.01;270;240;-;50;                 0.9;0;-;0;0;-;-;traces;                0.06;                0.04;                 4.3;                0.24;0;0;3
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;B8D3B1D8-B5D6-49C4-8D87-5AA0985A1A40;26128;50E30D52-5FD0-486C-B69D-870EB1E9C791;fr_FR;Grenadier (de roche), cru;292;                68.9;292;                68.9;                82.7;                15.4;                15.4;traces;                0.81;0;-;0;0;                0.95;0;0;                0.11;                0.31;                0.32;-;-;-;-;-;               0.015;               0.077;               0.017;               0.073;               0.007;               0.002;-;               0.039;                0.13;                37.1;                0.24;                1.64;-;< 0.1;                0.12;                13.4;                22.1;< 0.1;103;281;356;94;                0.22;                 5.1;-;                0.52;                1.36;-;-;-;< 0.04;< 0.04;                1.29;               0.077;                0.12;-;                0.33
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;7BDC1DA8-D58A-4DBC-893B-F39F47EDCFAA;26129;DF0659C3-73F6-41CD-BB81-9AA8E5D32CF3;fr_FR;Lieu jaune ou colin, cru;326;                76.7;326;                76.7;                80.5;                18.1;                18.1;traces;                0.49;0;-;0;0;                1.27;0;0;               0.039;               0.043;               0.072;0;0;0;0;0;               0.002;               0.031;               0.006;               0.014;               0.002;0;-;                0.02;               0.042;                65.5;                0.31;16;0;               0.041;                0.49;80;34;               0.011;190;331;35;159;                 0.4;3;-;0;                0.78;0;-;0;                 0.1;                 0.1;2;                0.14;0;3;3
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;5EBBCD97-4EC2-4027-824A-9AB93DCC81EB;26130;9A91E92A-A92A-45C3-9943-DBAD06466903;fr_FR;Julienne ou Lingue, crue;342;                80.6;342;                80.6;                79.5;                19.3;                19.3;traces;                 0.4;0;0;0;0;                 1.3;0;0;                0.11;                0.08;                 0.2;-;-;-;-;-;              0.0025;               0.071;-;               0.032;-;0;-;               0.051;               0.077;38;                0.28;                29.3;0;                0.11;                0.67;                43.5;63;                0.03;198;379;                42.4;135;                0.78;21;-;0;                 0.3;0;-;0;               0.077;                0.14;                1.93;                0.32;                 0.3;7;                0.56
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;4AE53937-938F-4240-A251-945C75C0A340;26132;41A77919-6286-404C-A6C0-FDDBDD711E93;fr_FR;Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru;340;                80.4;340;                80.4;                81.1;                17.3;                17.3;traces;                1.22;0;0;0;0;                 1.1;0;0;                0.22;                0.41;                0.25;0;0;0;0;               0.002;               0.049;                0.13;               0.035;                0.16;               0.019;               0.011;               0.008;               0.056;                0.12;50;                 0.5;                25.5;0;               0.021;                 0.5;                28.5;23;               0.011;212;255;                40.5;200;                0.29;12;0;                 1.2;                0.83;                 0.1;-;0;               0.045;               0.049;                 1.1;                0.27;               0.073;9;                 1.5
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;B7871200-7F13-4305-9DE5-06A6814278C7;26133;CE9817D4-D8A2-46CE-96C9-6736CE2C6AC7;fr_FR;Tacaud, cru;346;                81.6;346;                81.6;                78.9;                19.7;                19.7;traces;                0.33;0;-;0;0;                1.13;0;0;               0.098;                0.03;                 0.1;-;-;-;-;-;               0.002;               0.068;               0.021;               0.022;             0.00082;             0.00068;-;               0.029;               0.072;                46.4;                 0.2;                26.7;-;< 0.1;                0.21;214;                26.5;< 0.1;148;306;                35.4;                81.5;                0.34;< 2;-;                0.32;                0.34;0;-;0;               0.062;               0.082;                1.49;                0.17;                0.13;-;                1.47
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;C3C45628-A790-432A-BB37-80DBA17BDD11;26134;7A2763F2-F544-42E4-B0F8-9C77753F7635;fr_FR;Lieu noir, cru;355;                83.6;355;                83.6;                79.4;                19.4;                19.4;traces;                0.66;0;-;0;0;                 1.1;0;0;                0.16;                0.12;                0.15;-;-;-;-;0;              0.0071;                0.11;               0.036;               0.083;               0.006;              0.0012;-;               0.013;                0.13;62;                 0.2;                14.7;-;< 0.1;                 1.3;143;                30.7;< 0.1;221;380;                30.2;                78.6;                0.57;                 2.8;-;                1.77;                0.36;0;-;0;                0.13;                0.15;                2.26;                 0.4;                0.25;10;4
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;6D359624-AA8F-4CBE-8739-3F609FFC661C;26135;6481BC8D-E792-4705-8FB7-A8D36C1C8164;fr_FR;Limande-sole, crue;341;                80.6;341;                80.6;80;17;17;traces;                 1.4;0;-;0;0;                 1.3;0;0;                 0.2;                0.28;                0.46;-;-;-;-;-;               0.026;                0.12;               0.032;                0.13;               0.005;               0.005;               0.062;                0.25;                0.11;43;                0.24;17;-;                 0.1;                 0.5;94;17;-;200;230;                75.3;95;                0.45;0;-;0;0;0;-;0;                0.09;                0.08;                 3.5;                 0.3;                 0.3;11;1
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;F5CA9B4A-2FFC-46F8-BE1F-B69DBC8FF9BC;26141;72170E6F-CBBE-4BAD-B62C-E1F4985B0EC2;fr_FR;Foie de morue, cru;2550;619;2550;619;                26.8;5;5;traces;                66.6;0;-;0;0;                1.73;0;0;14;31;17;-;-;-;-;-;                2.98;                8.66;                1.79;                15.1;                1.12;                0.79;                0.66;                6.41;                4.76;-;                1.47;10;-;                0.66;4;500;8;-;100;130;                63.5;589;                1.94;5100;-;100;20;-;-;4;                 0.1;                0.65;                 2.5;                0.64;                0.15;300;10
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;B9D53C3D-B49C-45DC-91AD-A573C6E80F73;26146;53AC4406-E429-4969-8F55-8F902B0EF8D1;fr_FR;Vivaneau, cru;398;                94.1;398;                94.1;78;                20.5;                20.5;traces;                1.34;0;-;0;0;                1.31;0;0;                0.29;                0.25;                0.46;0;0;0;0;0;               0.036;                0.16;               0.081;-;-;-;-;               0.051;                0.26;37;                0.16;32;-;               0.028;                0.69;-;32;               0.013;198;417;-;64;                0.36;32;0;                10.2;                0.96;                 0.1;-;                 1.6;               0.046;               0.003;                0.28;                0.75;                 0.4;5;3
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;C36B0A36-DBB4-4F75-B1C6-79DCBFE642C7;26150;1B88C685-FE7A-4498-A6DA-ABE8530D9A20;fr_FR;Lavaret, cru;475;113;475;113;75;                19.1;                19.1;traces;                4.08;0;-;0;0;                1.12;0;0;                0.51;                1.13;                1.22;0;0;0;0;0;               0.062;                0.34;                0.11;-;-;-;-;                0.31;                0.91;                54.5;                0.13;26;-;               0.072;                0.37;-;33;               0.067;270;317;-;51;                0.99;36;0;12;                 0.2;                 0.1;-;0;                0.14;                0.12;3;                0.75;                 0.3;15;1
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;E48A3E01-F845-49FF-86CD-4C8A2263FC93;26153;477CFD59-3B09-4F84-9B5E-62CBF8268B6E;fr_FR;Sabre, cru;524;125;524;125;                74.8;18;18;traces;                 5.9;0;-;0;0;                 1.2;0;0;                0.94;                1.36;                1.83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.28;12;-;-;                 0.6;-;-;-;150;270;-;110;-;15;-;-;-;-;-;0;                0.14;                0.13;3;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;4ACCADBF-0AC7-4C0D-B5E6-51B5AD5FD003;26154;063243F5-EEA5-4B13-862F-384EEAA2FA0A;fr_FR;Flétan du Groënland ou flétan noir ou flétan commun, cru;723;174;723;174;                70.2;                13.3;                13.3;traces;                13.4;0;-;0;0;                1.05;0;0;                2.66;                8.23;                2.19;0;0;0;0;              0.0074;                0.74;                1.62;                0.29;                2.58;                0.21;                0.16;0;                 0.8;                0.68;                42.3;                0.43;                17.7;-;                0.03;                 0.4;                17.3;24;               0.012;161;287;                30.5;202;                 0.4;32;0;                21.2;                0.79;                 0.1;-;1;                0.06;                0.08;                 1.5;                0.25;                0.43;                 6.5;1
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;24BCDF59-0576-4BC0-93A2-EFAC0109A772;26157;F3071D2E-8E25-4562-82BD-435439454F37;fr_FR;Carangue, cru;438;104;438;104;-;                19.9;                19.9;traces;                 2.7;0;-;0;0;                0.91;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.22;47;-;               0.027;                 0.7;-;30;-;193;415;-;89;                0.42;-;-;-;-;-;-;0;                0.19;                 0.1;                 5.6;-;                0.65;                 2.9;                 9.1
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;1C4B412A-8A72-45A0-B247-11EB5049786A;26159;8726355C-BF1F-4B33-A115-A613BF818BB7;fr_FR;Coulirou, cru;301;                70.9;301;                70.9;-;                17.5;                17.5;traces;                 0.1;0;-;0;0;                0.96;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.15;50;-;-;                 0.4;-;30;-;115;614;-;61;-;-;-;-;-;-;-;0;                0.03;                0.08;                 3.2;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;B96E2104-9DC4-4407-99CD-B1398CEF4877;26161;A12C508D-5554-4BE2-A801-F657E98BECDD;fr_FR;Saumon, cru, sauvage;660;158;660;158;68;21;21;traces;                8.22;0;-;0;0;                1.97;0;0;                1.92;                2.87;                2.43;0;0;0;0;0;                0.25;                0.97;                0.27;                1.52;-;-;-;                0.32;                1.12;53;                0.12;                13.5;83;                0.16;                0.66;                12.2;                29.2;               0.016;225;436;27;46;                0.58;                19.5;-;-;                1.11;                 0.3;-;0;                0.21;                0.24;                8.83;                1.48;                0.49;                13.1;                4.84
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;28B9AF8D-62AF-4CF2-A79E-0BF46D7D7D05;26162;42A6DAFC-BE94-45BA-BEA0-12728CF2F3C1;fr_FR;Requin, cru;524;125;524;125;                73.6;21;21;traces;                4.51;0;-;0;0;                1.39;0;0;                0.93;                1.81;                 1.2;0;0;0;0;0;                0.08;                0.73;                0.12;-;-;-;-;                0.32;                0.53;51;                 0.2;34;-;               0.033;                0.84;-;49;               0.015;210;160;-;79;                0.43;70;0;                 0.6;1;                 0.1;-;0;               0.042;               0.062;                2.94;                 0.7;                 0.4;3;                1.49
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;5BC00823-6E41-4BC8-8F06-9309BD74F6A9;26166;EC751755-0EFF-4F5A-89C9-C8FEFBFAA8F7;fr_FR;Orphie commune, crue;461;109;461;109;                75.1;                21.3;                21.3;traces;                 2.7;0;-;0;0;                 0.8;0;0;                0.49;                0.66;                1.05;-;-;-;-;-;               0.072;                0.34;               0.061;                0.41;               0.072;               0.031;               0.031;                0.14;                0.74;82;                0.14;25;-;                0.23;                 0.4;20;25;                0.02;251;298;                30.9;55;                0.72;7;-;5;                 1.7;0;-;2;               0.012;               0.085;                 8.5;                 0.8;                 0.9;1;                 2.7
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;5EF08FE5-2F3A-42EF-B63D-69051B43D229;26168;DE04C871-E7C2-4D11-8688-F4B42A9469C2;fr_FR;Lompe, crue;695;168;695;168;                74.6;10;10;traces;                14.2;0;-;0;0;                 1.4;0;0;                3.01;                7.73;                2.36;-;-;-;-;-;                1.14;                1.57;                 0.3;                2.74;                0.22;-;-;                 1.1;                0.94;-;                0.17;20;-;-;                 0.5;50;-;-;203;485;                16.5;69;-;11;-;                 3.9;-;0;-;0;                0.07;                0.08;2;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;274BA365-1C7F-4A1F-92B5-1A086468EB1D;26170;B8E531FB-FA39-4184-8F5B-E1FCDC21A110;fr_FR;Brème, cru;435;104;435;104;77;                16.9;                16.9;traces;4;0;-;0;0;                 1.1;0;0;                0.78;                2.07;                0.74;-;-;-;-;0;                0.11;                0.53;               0.076;-;               0.076;               0.094;-;-;-;66;                0.11;63;-;               0.028;                0.44;7;26;               0.087;210;350;24;43;                0.42;14;-;                 5.5;                 1.3;0;-;0;                0.07;                0.07;4;-;-;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;C4B2B802-387F-4FB7-9D2C-EE7CB697297C;26171;7621B45E-0380-4796-BFD9-B71FB89662F3;fr_FR;Omble chevalier, cru;436;103;436;103;                77.6;                19.8;                19.8;traces;                 2.7;0;-;0;0;                 1.2;0;0;                 2.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;                0.14;                 8.8;-;-;                0.49;-;30;-;260;370;16;                57.5;                0.67;-;-;9;-;0;-;0;                0.16;                0.09;-;-;                0.37;-;-
54D1C1B2-41E8-4A90-8E6F-92D41467DB36;13.1;Poissons et batraciens crus;9D7DCD7D-613F-44E0-9374-566DA89B3512;26172;7334DBDA-3989-4DA4-B010-FACA37C2F5AC;fr_FR;Loup tacheté, cru;454;108;454;108;                78.2;                16.3;                16.3;traces;                 4.8;0;-;0;0;1;0;0;                0.96;                1.47;                 1.9;-;-;-;-;-;               0.065;                 0.6;                0.23;                0.85;               0.065;               0.027;                 0.2;                0.82;                0.47;58;                0.26;35;-;-;1;60;25;-;180;282;-;105;-;18;-;                 1.3;                 2.4;0;-;0;                0.18;               0.045;                 2.5;                0.57;                0.35;1;                 2.2
